Album,Name,Artists,Remixers,Genre,Bpm,Key,Length,Catalog
"Cynthia Hall, Alex Leavon - My All",My All(Extended Mix),"CynthiaHall,AlexLeavon",,Trance,130,A min,6:31,RNMR115
"Costa, Maria Nayler - I Dissolve In You",I Dissolve In You(Extended Mix),"Costa,MariaNayler",,Trance,130,E maj,6:44,RNMR114
"Kate Louise Smith, Delta-S - Letting Go",Letting Go(Extended Mix),"KateLouiseSmith,Delta-S",,Trance,134,G maj,7:30,RNMR113
"Farhad Mahdavi, Jo Cartwright - Shadow In The Dark",Shadow In The Dark(Extended Mix),"FarhadMahdavi,JoCartwright",,Trance,128,D maj,5:10,RNMR112
Susana - A Million Memories,A Million Memories(Extended Mix),Susana,,Trance,130,A♭ min,6:46,RNMR111
"4 Strings, Sarah Lynn - You Move Me",You Move Me(Extended Mix),"4Strings,SarahLynn",,Trance,136,B♭ maj,5:12,RNMR110
"Cathy Burton, Ruslan Radriges - Hearts To Entwine (Jericho Frequency Remix)",Hearts To Entwine(Jericho Frequency Extended Mix),"CathyBurton,RuslanRadriges",JerichoFrequency,Trance,138,G♭ min,6:47,RNMR109
"Frainbreeze, Emma Horan - We Still Have Each Other",We Still Have Each Other(Extended Mix),"Frainbreeze,EmmaHoran",,Trance,132,A min,6:10,RNMR108
"Mino Safy, Waltin Jay - Into The Night",Into The Night(Extended Mix),"MinoSafy,WaltinJay",,Trance,128,E min,6:16,RNMR107
"Costa, Sarah Lynn - The Water's Edge (F.G. Noise Remix)",The Water's Edge(F.G. Noise Extended Mix),"Costa,SarahLynn",F.G.Noise,Trance,138,A♭ min,7:37,RNMR106
"Fisher, Karanda - Gone",Gone(Extended Mix),"Fisher,Karanda",,Trance,130,G♭ min,7:19,RNMR105
"Raz Nitzan, Fenna Day - Room For Doubt",Room For Doubt(Extended Mix),"RazNitzan,FennaDay",,Trance,130,E maj,6:24,RNMR104
"Denise Rivera, Ruslan Radriges - The Voice Of Freedom",The Voice Of Freedom(Extended Mix),"DeniseRivera,RuslanRadriges",,Vocal,128,E min,5:15,RNMR103
"Seawayz & Sollito, Heard Right, Lauren Ni Chasaide - Never End",Never End(Extended Mix),"Seawayz&Sollito,HeardRight,LaurenNiChasaide",,Vocal,128,B♭ min,5:10,RNMR102
"Whiteout, One Half Bear - The Part In-Between",The Part In-Between(Extended Mix),"Whiteout,OneHalfBear",,Vocal,130,F min,5:16,RNMR101
"Ellie Lawson, Frainbreeze - I Pray (Ahmed Helmy Remix)",I Pray(Ahmed Helmy Extended Mix),"EllieLawson,Frainbreeze",AhmedHelmy,Vocal,130,G min,6:07,RNMR100
"4 Strings, Fenna Day - Everybody's Gotta Learn Sometime",Everybody's Gotta Learn Sometime(Extended Mix),"4Strings,FennaDay",,Vocal,138,G min,5:20,RNMR099
"Hazem Beltagui, Sarah Russell - When Our Story Has To End (Stargazers Remix)",When Our Story Has To End(Stargazers Extended Mix),"HazemBeltagui,SarahRussell",Stargazers,Trance,136,G min,6:22,RNMR098
"Raz Nitzan, Ana Criado - The Spirit Of Summer",The Spirit Of Summer(Extended Mix),"RazNitzan,AnaCriado",,Trance,128,G maj,6:00,RNMR097
"Abstract Vision, Emma Horan - Second Chance",Second Chance(Extended Mix),"AbstractVision,EmmaHoran",,Trance,134,G min,6:37,RNMR096
"Costa, Veronica K - The Missing Piece",The Missing Piece(Extended Mix),"Costa,VeronicaK",,Vocal,128,C min,7:00,RNMR095
"Raz Nitzan, Moya Brennan - Find The Sun (The Remixes)",Find The Sun(Rafael Frost Extended Mix),"RazNitzan,MoyaBrennan",RafaelFrost,Vocal,128,A min,7:00,RNMR094
"Raz Nitzan, Moya Brennan - Find The Sun (The Remixes)",Find The Sun(Myde Extended Mix),"RazNitzan,MoyaBrennan",Myde,Vocal,140,A min,7:02,RNMR094
"Store N Forward, One Half Bear - Free Falling",Free Falling(Extended Mix),"StoreNForward,OneHalfBear",,Vocal,128,A min,5:01,RNMR093
"The Blizzard, Denise Rivera - Love Is In The Little Things",Love Is In The Little Things(Extended Mix),"TheBlizzard,DeniseRivera",,Vocal,125,B♭ min,7:35,RNMR092
"Fenna Day, Elypsis - Who You Are",Who You Are(Extended Mix),"FennaDay,Elypsis",,Vocal,128,G♭ min,7:22,RNMR091
"4 Strings, Waltin Jay - Stay",Stay(Extended Mix),"4Strings,WaltinJay",,Trance,134,G♭ maj,6:05,RNMR090
"Raz Nitzan, Neev Kennedy - Someone Else's Lover",Someone Else's Lover(Extended Mix),"RazNitzan,NeevKennedy",,Vocal,128,G min,6:03,RNMR089
"Costa, Ellie Lawson - Illuminate",Illuminate(Extended Mix),"Costa,EllieLawson",,Trance,128,C maj,6:26,RNMR088
"Raz Nitzan, Moya Brennan - Find The Sun (Solarstone Remix)",Find The Sun(Solarstone Extended Mix),"RazNitzan,MoyaBrennan",Solarstone,Trance,138,A min,7:03,RNMR087
"Raz Nitzan, Moya Brennan - Find The Sun (Solarstone Remix)",Find The Sun(Original Mix),"RazNitzan,MoyaBrennan",,Electronica/Downtempo,102,A min,5:34,RNMR087
"4 Strings, Cathy Burton - Safe In The Storm (The Remixes)",Safe In The Storm(Dreamy Extended Mix),"4Strings,CathyBurton",Dreamy,Trance,138,B♭ min,6:57,RNMR086
"4 Strings, Cathy Burton - Safe In The Storm (The Remixes)",Safe In The Storm(Elypsis Extended Mix),"4Strings,CathyBurton",Elypsis,Trance,126,B♭ min,7:20,RNMR086
"Lauge, Baba Gnohm, Sarah Lynn - My Innocence",My Innocence(Costa Extended Mix),"Lauge,BabaGnohm,SarahLynn",Costa,Trance,130,A maj,7:19,RNMR085
"Lauge, Baba Gnohm, Sarah Lynn - My Innocence",My Innocence(Original Mix),"Lauge,BabaGnohm,SarahLynn",,Electronica/Downtempo,94,A maj,5:15,RNMR085
Elles De Graaf - Mind Of The Wonderful 2018 (Sunset Remix),Mind Of The Wonderful 2018(Sunset Extended Mix),EllesDeGraaf,Sunset,Vocal,140,G min,6:50,RNMR084
"Ellie Lawson, Frainbreeze - I Pray",I Pray(Extended Mix),"EllieLawson,Frainbreeze",,Vocal,65,G min,5:13,RNMR083
"Emma Horan, Pulse Regime - Quiet Of The Storm",Quiet Of The Storm(Extended Mix),"EmmaHoran,PulseRegime",,Vocal,132,G min,7:24,RNMR082
"Myde, Jo Cartwright - Gone For Good",Gone For Good(Extended Mix),"Myde,JoCartwright",,Vocal,140,G min,6:30,RNMR081
"4 Strings, Katty Heath - The Story Of Your Heart",The Story Of Your Heart(Extended Mix),"4Strings,KattyHeath",,Vocal,136,A♭ min,5:33,RNMR080
"Stoneface & Terminal, Fenna Day - A Spring Of Hope",A Spring Of Hope(Extended Mix),"Stoneface&Terminal,FennaDay",,Vocal,136,E min,9:29,RNMR079
"Raz Nitzan, Julia Ross - Where Promises Fade",Where Promises Fade(Extended Mix),"RazNitzan,JuliaRoss",,Vocal,128,E maj,6:37,RNMR078
"Cathy Burton, Ruslan Radriges - Hearts To Entwine",Hearts To Entwine(Extended Mix),"CathyBurton,RuslanRadriges",,Vocal,128,G♭ min,5:16,RNMR077
"Raz Nitzan, Maria Nayler - Nothing Breaks Like A Heart (Omnia Remix)",Nothing Breaks Like A Heart(Omnia Extended Mix),"RazNitzan,MariaNayler",Omnia,Vocal,130,D♭ min,5:47,RNMR076
"The Blizzard, Carol Lee - Always A Stranger",Always A Stranger(Extended Mix),"TheBlizzard,CarolLee",,Vocal,128,A min,6:45,RNMR075
"Airbase, Neev Kennedy - Palm Of My Heart",Palm Of My Heart(Extended Mix),"Airbase,NeevKennedy",,Vocal,135,D min,5:55,RNMR074
"Costa, Sarah Lynn - The Water's Edge",The Water's Edge(Extended Mix),"Costa,SarahLynn",,Vocal,130,A♭ min,7:23,RNMR073
"Sue McLaren, Alex Leavon - Even After You're Gone",Even After You're Gone(Original Mix),"SueMcLaren,AlexLeavon",,Vocal,130,E maj,6:20,RNMR072
"4 Strings, Carol Lee - Emotions Away (Protoculture Remix)",Emotions Away(Protoculture Remix),"4Strings,CarolLee",Protoculture,Trance,134,E♭ min,6:05,RNMR071
"Raz Nitzan, Maria Nayler - Nothing Breaks Like A Heart",Nothing Breaks Like A Heart(Original Mix),"RazNitzan,MariaNayler",,Vocal,128,E maj,6:39,RNMR070
"Store N Forward, Sylvia Brandse - Yesterdays & Futures",Yesterdays & Futures(Original Mix),"StoreNForward,SylviaBrandse",,Vocal,128,D min,5:52,RNMR069
"Sarah Russell, Somna - Story Untold (Cold Rush & Steve Allen Remix)",Story Untold(Cold Rush & Steve Allen Remix),"SarahRussell,Somna","SteveAllen,ColdRush",Trance,140,A♭ min,6:31,RNMR068
"Neev Kennedy, Alex Leavon - Love Without You",Love Without You(Original Mix),"NeevKennedy,AlexLeavon",,Trance,128,G♭ min,6:07,RNMR067
"4 Strings, Denise Rivera - In The Middle Of A Dream",In The Middle Of A Dream(Original Mix),"4Strings,DeniseRivera",,Trance,132,E maj,5:12,RNMR066
Ana Criado - Still There's You,Still There's You(Original Mix),AnaCriado,,Trance,128,E min,6:37,RNMR065
"The Blizzard, Sarah Russell - River Of Light (The Remixes)",River Of Light(Noise Zoo Remix),"TheBlizzard,SarahRussell",NoiseZoo,Trance,128,C min,5:30,RNMR064
"The Blizzard, Sarah Russell - River Of Light (The Remixes)",River Of Light(Daniel Van Sand Remix),"TheBlizzard,SarahRussell",DanielVanSand,Trance,130,C min,6:41,RNMR064
"The Blizzard, Sarah Russell - River Of Light (The Remixes)",River Of Light(Audioleap Remix),"TheBlizzard,SarahRussell",Audioleap,Trance,138,C min,7:25,RNMR064
"The Blizzard, Sarah Russell - River Of Light (The Remixes)",River Of Light(E&G Remix),"TheBlizzard,SarahRussell",E&G,Trance,132,C min,5:52,RNMR064
"Beat Service, Neev Kennedy - So You Win Again (The Remixes)",So You Win Again(F.G. Noise Remix),"BeatService,NeevKennedy",F.G.Noise,Trance,140,D min,6:34,RNMR063
"Beat Service, Neev Kennedy - So You Win Again (The Remixes)",So You Win Again(Seawayz & Sollito Remix),"BeatService,NeevKennedy","Seawayz,Sollito",Trance,128,D min,5:30,RNMR063
"Nitrous Oxide, Maria Nayler - The Beauty Of The Night",The Beauty Of The Night(Original Mix),"NitrousOxide,MariaNayler",,Trance,128,A maj,6:22,RNMR062
"Hazem Beltagui, Julie Scott - When Nothing's True",When Nothing's True(Original Mix),"HazemBeltagui,JulieScott",,Trance,134,G maj,8:07,RNMR060
"The Blizzard, Sarah Russell - River Of Light",River Of Light(Original Mix),"TheBlizzard,SarahRussell",,Trance,132,C min,7:03,RNMR061
"Maria Nayler, Mino Safy - A Second Breath",A Second Breath(Original Mix),"MariaNayler,MinoSafy",,Trance,132,F maj,5:56,RNMR059
"Sarah Russell, Somna - Story Untold",Story Untold(Original Mix),"SarahRussell,Somna",,Trance,65,A♭ min,6:25,RNMR058
"Hazem Beltagui, Shannon Hurley - An Open Heart (Myde Remix)",An Open Heart(Myde Remix),"HazemBeltagui,ShannonHurley",Myde,Trance,140,B♭ min,7:14,RNMR057
"4 Strings, Fenna Day - Enough",Enough(Original Mix),"4Strings,FennaDay",,Trance,136,A♭ maj,6:36,RNMR056
"Store N Forward, Neev Kennedy - Brought Me Back To Life",Brought Me Back To Life(Original Mix),"StoreNForward,NeevKennedy",,Trance,132,G maj,6:34,RNMR055
"Hazem Beltagui, Sarah Russell - When Our Story Has To End",When Our Story Has To End(Original Mix),"HazemBeltagui,SarahRussell",,Trance,132,G min,6:55,RNMR054
"Raz Nitzan, Kate Louise Smith - This Time",This Time(Original Mix),"RazNitzan,KateLouiseSmith",,Trance,130,A♭ min,6:59,RNMR053
Ana Criado - Vulnerable (Denis Kenzo Remix),Vulnerable(Denis Kenzo Remix),AnaCriado,DenisKenzo,Trance,128,D min,6:45,RNMR052
Sarah Russell - If I Could (DoubleV Remix),If I Could(DoubleV Remix),SarahRussell,Doublev,Trance,128,E min,5:39,RNMR051
"4 Strings, Cathy Burton - Safe In The Storm",Safe In The Storm(Original Mix),"4Strings,CathyBurton",,Trance,134,B♭ min,5:40,RNMR050
"Raz Nitzan, Jess Morgan - Not Like Everyone (Aurosonic Remix)",Not Like Everyone(Aurosonic Remix),"RazNitzan,JessMorgan",Aurosonic,Trance,125,A maj,5:31,RNMR049
"Stoneface & Terminal, Ana Criado - My Heart Won't Tell You No",My Heart Won't Tell You No(Original Mix),"Stoneface&Terminal,AnaCriado",,Trance,138,B♭ min,8:20,RNMR048
"Fashion Police, Witness45, Cynthia Hall - I'm Still Here",I'm Still Here(Original Mix),"FashionPolice,Witness45,CynthiaHall",,Trance,130,E min,6:16,RNMR047
"4 Strings, Audrey Gallagher - When The Lights Go Down (Communion)",When The Lights Go Down (Communion)(Original Mix),"4Strings,AudreyGallagher",,Trance,130,D♭ maj,5:36,RNMR046
"Denise Rivera, Hazem Beltagui - Held & Heard",Held & Heard(Original Mix),"DeniseRivera,HazemBeltagui",,Trance,130,A min,7:00,RNMR045
"4 Strings, Kaimo K, Sue McLaren - The Treasure Of Illumina",The Treasure Of Illumina(Original Mix),"4Strings,KaimoK,SueMcLaren",,Trance,132,F min,5:01,RNMR044
"Elles De Graaf, Store N Forward - Distant Hearts",Distant Hearts(Original Mix),"EllesDeGraaf,StoreNForward",,Trance,132,F min,6:25,RNMR043
"Kaimo K, Cathy Burton - You Deserve Life (2016 Rework)",You Deserve Life(2016 Rework),"KaimoK,CathyBurton",,Trance,138,A min,7:07,RNMR042
"Tenishia, Cathy Burton - Take Me With You (The Remixes)",Take Me With You(Bluskay Remix),"Tenishia,CathyBurton",Bluskay,Trance,136,F maj,7:12,RNMR041
"Tenishia, Cathy Burton - Take Me With You (The Remixes)",Take Me With You(Declan James Remix),"Tenishia,CathyBurton",DeclanJames,Trance,128,F maj,5:19,RNMR041
"Yuri Kane, Ana Criado - Running Wild (Liam Wilson Remix)",Running Wild(Liam Wilson Remix),"YuriKane,AnaCriado",LiamWilson,Trance,140,D min,6:32,RNMR039
"4 Strings, Fridolijn - What Matters Most",What Matters Most(Original Mix),"4Strings,Fridolijn",,Trance,134,G maj,5:17,RNMR040
"Matt Bukovski, Katty Heath - Hold Back The Storm",Hold Back The Storm(Original Mix),"MattBukovski,KattyHeath",,Trance,140,D min,5:49,RNMR038
"Elles De Graaf, Cold Rush - Daydreamer",Daydreamer(Original Mix),"EllesDeGraaf,ColdRush",,Trance,138,B♭ maj,6:46,RNMR037
"Somna, Yang, Melynda - Believe In You",Believe In You(Original Mix),"Somna,Yang,Melynda",,Trance,65,G♭ min,5:54,RNMR036
"Yuri Kane, Ana Criado - Running Wild",Running Wild(Original Mix),"YuriKane,AnaCriado",,Trance,128,G min,6:35,RNMR035
"4 Strings, Carol Lee - Emotions Away",Emotions Away(Original Mix),"4Strings,CarolLee",,Trance,134,E♭ min,5:52,RNMR034
"Beat Service, Sarah Russell - Would You",Would You(Original Mix),"BeatService,SarahRussell",,Trance,130,A min,5:01,RNMR033
"Stoneface & Terminal, Neev Kennedy - Lost",Lost(Original Mix),"Stoneface&Terminal,NeevKennedy",,Trance,66,B min,8:07,RNMR032
"Radion6, Neev Kennedy - Nothing Here But Goodbye (The Remixes)",Nothing Here But Goodbye(Matt Bukovski Remix),"Radion6,NeevKennedy",MattBukovski,Trance,138,C min,6:24,RNMR031
"Radion6, Neev Kennedy - Nothing Here But Goodbye (The Remixes)",Nothing Here But Goodbye(Ron Alperin Remix),"Radion6,NeevKennedy",RonAlperin,Trance,132,C min,7:09,RNMR031
"Tenishia, Sue McLaren - Strong",Strong(Original Mix),"Tenishia,SueMcLaren",,Trance,128,C min,6:45,RNMR030
"4 Strings, Sue McLaren - Never Ever After",Never Ever After(Original Mix),"4Strings,SueMcLaren",,Trance,132,G♭ maj,5:30,RNMR029
"Nitrous Oxide, Denise Rivera - The Day",The Day(Original Mix),"NitrousOxide,DeniseRivera",,Trance,134,D maj,7:17,RNMR028
"Susana, UCast - To Another Day",To Another Day(Original Mix),"Susana,UCast",,Trance,69,C maj,6:40,RNMR027
Ana Criado - The Force Of The Blow (UCast Remix),The Force Of The Blow(UCast Remix),AnaCriado,UCast,Trance,138,D maj,7:03,RNMR026
Sarah Russell - Loss & Innocence,Loss & Innocence(Original Mix),SarahRussell,,Trance,132,A♭ min,5:32,RNMR025
"Store N Forward, Cynthia Hall - Clouds Across My Heart",Clouds Across My Heart(Original Mix),"StoreNForward,CynthiaHall",,Trance,132,G maj,6:51,RNMR024
"Aurosonic, Ana Criado - The Force Of The Blow",The Force Of The Blow(Original Mix),"Aurosonic,AnaCriado",,Trance,128,B min,8:37,RNMR023
"Hazem Beltagui, Sarah Lynn - Water Runs Dry",Water Runs Dry(Melo Mix),"HazemBeltagui,SarahLynn",,Trance,128,G min,6:15,RNMR022
"Hazem Beltagui, Sarah Lynn - Water Runs Dry",Water Runs Dry(Club Mix),"HazemBeltagui,SarahLynn",,Trance,136,G min,8:28,RNMR022
"Radion6, Sarah Lynn - A Desert Rose",A Desert Rose(Original Mix),"Radion6,SarahLynn",,Trance,136,C min,5:56,RNMR021
"Tenishia, Bart Voncken - Another Heart",Another Heart(Club Mix),"Tenishia,BartVoncken",,Trance,132,A min,6:30,RNMR020A
"Radion6, Cathy Burton - One Truth At A Time",One Truth At A Time(Original Mix),"Radion6,CathyBurton",,Trance,134,G♭ maj,5:13,RNMR019
"Radion6, Katty Heath - Beautiful Nothing (Remixes)",Beautiful Nothing(Driftmoon Remix),"Radion6,KattyHeath",Driftmoon,Trance,136,C min,6:12,RNMR018
"Radion6, Katty Heath - Beautiful Nothing (Remixes)",Beautiful Nothing(IRA Remix),"Radion6,KattyHeath",Ira,Trance,132,C maj,6:14,RNMR018
"Radion6, Katty Heath - Beautiful Nothing (Remixes)",Beautiful Nothing(Original Mix),"Radion6,KattyHeath",,Trance,130,C min,5:40,RNMR018
"Hazem Beltagui, Shannon Hurley - An Open Heart",An Open Heart(Original Mix),"HazemBeltagui,ShannonHurley",,Trance,66,B♭ min,7:01,RNMR016
"Stoneface & Terminal, Katty Heath - Love Sublime",Love Sublime(Original Mix),"Stoneface&Terminal,KattyHeath",,Trance,130,G♭ min,6:24,RNMR017
"Radion6, Neev Kennedy - Nothing Here But Goodbye",Nothing Here But Goodbye(Original Mix),"Radion6,NeevKennedy",,Uplifting,132,C min,5:12,RNMR015
"Hazem Beltagui, Sue McLaren - Learn To Forgive",Learn To Forgive(Original Mix),"HazemBeltagui,SueMcLaren",,Uplifting,130,A maj,7:08,RNMR014
"Kyau & Albert, Maria Nayler - Calming Rain",Calming Rain(Original Mix),"Kyau&Albert,MariaNayler",,Uplifting,66,A min,6:04,RNMR013
"Susana, Tenishia - Never Let You Down (Cold Rush Remix)",Never Let You Down(Cold Rush Remix),"Susana,Tenishia",ColdRush,Uplifting,130,A min,6:33,RNMR012
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Feel You Here(Beat Service Remix),Susana,BeatService,Uplifting,130,B min,7:26,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Fortress(Original Mix),"RonskiSpeed,Ost,Meyer,CateKanell",,Uplifting,128,G♭ min,6:56,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Beautiful Nothing(Original Mix),"Radion6,KattyHeath",,Uplifting,130,C min,5:40,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",My Witness(Original Mix),"DenisSender,EsmeeBorStotijn",,Uplifting,132,G min,7:08,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Cage Bird(Original Mix),"NitrousOxide,StineGrove",,Uplifting,138,A min,6:43,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",The Heart That Never Sleeps(Original Mix),"JessMorgan,Allen&Envy",,Uplifting,138,C min,7:08,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Reason To Believe(Original Mix),"AdamEllis,NeevKennedy",,Uplifting,138,F min,7:59,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Completely(Original Mix),"SouKanai,DannyClaire",,Uplifting,137,E♭ maj,7:38,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Built To Last(Original Mix),"RobertNickson,Re:Locate,CarolLee",,Uplifting,69,C min,8:07,RNM071
"Susana, Ronski Speed, Ost, Meyer, Cate Kanell - We Are Vocal Trance - The Best Of Raz Nitzan Music, Vol. 3",Help Me Find(Original Mix),"AnaCriado,Ira",,Uplifting,130,G♭ min,6:46,RNM071
"Dart Rayne, Cathy Burton, Yura Moonlight - Incomplete",Incomplete(Allen & Envy Remix),"DartRayne,CathyBurton,YuraMoonlight",Allen&Envy,Uplifting,138,B♭ maj,6:40,RNMR010
"Dart Rayne, Cathy Burton, Yura Moonlight - Incomplete",Incomplete(Original Mix),"DartRayne,CathyBurton,YuraMoonlight",,Uplifting,65,B♭ maj,6:50,RNMR010
"Dart Rayne, Cathy Burton, Yura Moonlight - Incomplete",Incomplete(Dub),"DartRayne,CathyBurton,YuraMoonlight",,Uplifting,65,B♭ maj,6:53,RNMR010
"Radion6, Katty Heath - Beautiful Nothing",Beautiful Nothing(Original Mix),"Radion6,KattyHeath",,Uplifting,130,C min,5:40,RNMR011
"Radion6, Katty Heath - Beautiful Nothing",Beautiful Nothing(Dub),"Radion6,KattyHeath",,Uplifting,130,C min,5:40,RNMR011
"Susana, Tenishia - Never Let You Down",Never Let You Down(Original Mix),"Susana,Tenishia",,Uplifting,128,A min,6:10,RNMR009
"Susana, Tenishia - Never Let You Down",Never Let You Down(Dub),"Susana,Tenishia",,Uplifting,128,A min,6:06,RNMR009
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",Never Been Hurt Before(Original Mix),"RafaelFrost,AnaCriado",,Uplifting,130,B min,6:14,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",When You Won't Come Home(Original Mix),"BeatService,JessMorgan",,Uplifting,128,A♭ maj,5:35,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",Incomplete(Original Mix),"DartRayne,CathyBurton,YuraMoonlight",,Uplifting,65,B♭ maj,6:50,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",Lifetime When Right(Original Mix),"Tenishia,MariaNayler",,Uplifting,133,E min,7:13,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",Northern Lights(Matt Bukovski Remix),"Tucandeo,EsmeeBorStotijn",MattBukovski,Uplifting,140,C min,6:39,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",Perfect Run(Kaimo K Mashup),"EllesDeGraaf,Allen&Envy",KaimoK,Uplifting,138,A min,7:04,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",I Will Feel Again(Original Mix),"KaimoK,Sopheary",,Uplifting,138,A min,8:50,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",Sunflowers(Original Mix),"A.R.D.I.,CynthiaHall",,Uplifting,140,E♭ min,8:54,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2",For You To Wake Up(Original Mix),"DeniseRivera,DennisPedersen",,Uplifting,138,F min,6:50,RNM054
"Rafael Frost, Ana Criado, Beat Service, Jess Morgan, Dart Rayne - We Are Vocal Trance - The Best Of Raz Nitzan Music Vol.2","Happiness Happening 2014(Allen & Envy, Sunset Remix)",SimonPaul,"Sunset,Allen&Envy",Uplifting,70,E♭ min,7:00,RNM054
Susana - Feel You Here,Feel You Here(Beat Service Remix),Susana,BeatService,Uplifting,130,B min,7:26,RNMR008
Susana - Feel You Here,Feel You Here(Beat Service Dub),Susana,BeatService,Uplifting,130,B min,7:12,RNMR008
